address,domain,extracted_date,food_category,food_types,link,opinions,   in_pric    ,max_price,rating,restaurant_name
"Av. Juarez 60, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Cena,"Comida para llevar, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8068642-Reviews-Patio_Container-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,"       xicana, Latina,     spa  �ola",,3.5,Patio Container
"Calle Zempoala 80 Esquina Con Morena, Ciudad de M̩xico 03023 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23254770-Reviews-Flautita_To_Go-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"       xicana, Co    i  a r    pi  a, Co    i  a        call    ",,5,Flautita To Go
"Calle Gobernador Protasio Perez de Tagle 66-A, Ciudad de M̩xico 11850 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7604566-Reviews-Cafe_Zena-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"       xicana, Caf  �",,4.5,Cafe Zena
"Av San Fernando 557 Tlalpan, Ciudad de M̩xico 14070 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23866197-Reviews-Sazon_Del_Ruedo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$301,"$8,034",5,Saz�_n Del Ruedo
"Ayuntamiento 64 Col. Centro, Delg. Cuauht̩moc, Ciudad de M̩xico 06010 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Desayuno, Bebidas, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12884960-Reviews-Cantina_La_Castellana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$200,$600,4.5,Cantina La Castellana
"Moliere 56 Polanco Chapultepec, Ciudad de M̩xico 11530 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Almuerzo, Cena","Comida para llevar, Reservaciones, Asiento, Estacionamiento disponible, Estacionamiento en la calle, Televisi�_n, Sillitas altas disponibles, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Acepta American Express, Acepta Mastercard, Wi-Fi gratis, Servicio de mesa, Acepta tarjetas de cr̩dito",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8665119-Reviews-Casona_La_Yucateca-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,       xicana,,3.5,Casona La Yucateca
"Avenida Alvaro Obregon 228, Col. Roma Norte, Del. Cuauhtemoc, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13400970-Reviews-Ci_To-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Al    u    rzo, C    na",,5,Ci/To
"Peralvillo, Cuauhtemoc, CDMX Calzada de los Misterios 87 Entre Juventino Rosas y Beethoven, Ciudad de M̩xico 06220 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19438325-Reviews-Andar_es_cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$45,$120,5,Andar-es caf̩
"Calz. Desierto de los Leones 5604, Ciudad de M̩xico 01780 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Cena,"Asiento, Servicio de mesa, Reservaciones, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13163034-Reviews-Porta_Pescara_Pizzicheria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,"Italiana,   , Pizz    r  _a,  ",,3.5,Porta Pescara Pizzicheria
"Calzada Insurgentes sur 4177 Patio Tlalpan, Ciudad de M̩xico 14420 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14918245-Reviews-Sushi_Roll-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Sushi,,4.5,Sushi Roll
"Cerrada Felix Cuevas 86 Tlacoquemecatl del Valle, Centro Urbano Pdte Alem��n, Ciudad de M̩xico 03200 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Brunch","Asiento, Acceso para silla de ruedas, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13370662-Reviews-Tortas_Don_Polo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,       xicana,,3.5,Tortas Don Polo
"Avenida Insurgentes Norte 1405, Ciudad de M̩xico 07870 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19369630-Reviews-Sabalo_Beach-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,,5,S��balo Beach
"Circuito Centro Comercial 2251, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4765568-Reviews-California_Pizza_Kitchen-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Italiana, Pizz    r  _a",,4.5,California Pizza Kitchen
"Calle Hamburgo 310, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Reservaciones, Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18980140-Reviews-Elly_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,39,                 n    a,,3.5,Elly's
"Avenida Presidente Masaryk Numero 393, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17146792-Reviews-3ra_Ronda-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,       xicana,,4,3ra Ronda
"Calle 6 Ote. Mz 12 Lte. 6, Ciudad de M̩xico 14030 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10836488-Reviews-Casa_Pedro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Italiana,         xicana,     spa  �ola",,4.5,Casa Pedro
"Ave. Universidad #1778 Plaza Oasis Coyoac��n, Ciudad de M̩xico 04310 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Almuerzo, Cena","Reservaciones, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10770468-Reviews-Cafe_Torino-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,"Italiana, Pizz    r  _a",,3.5,Cafe Torino
"Campeche 410, Hip�_dromo Condesa esquina Amatl��n, Ciudad de M̩xico 06170 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Cervecer�_a, Caj̼n y criolla, Pub, Mexicana, Estadounidense, Nativo estadounidense, Restaurantes cerveceros","Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13398235-Reviews-Cajun_Rustic_Burger-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$150,$300,5,Cajun Rustic Burger
"Calle Gral Prim 34, Ju��rez, Cuauht̩moc, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mediterr��nea,"Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23380867-Reviews-Taverna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,$800,"$2,000",3.5,Taverna
"Avenida Mexico 1183 Santa Teresa, Ciudad de M̩xico 10700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14999761-Reviews-Las_Palomas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$13,$300,4.5,Las Palomas
"Calzada Acoxpa No. 430 Local 92, Centro Comercial Paseo Acoxpa, Tlalpan, Ciudad de M̩xico 14340 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Japonesa, Sushi, Bar, Asi��tica, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7598262-Reviews-Moshi_Moshi_Acoxpa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,20,$100,$300,3.5,Moshi Moshi Acoxpa
"Santa Catarina esq Altavista, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12495055-Reviews-Lennon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Int    rnacional,,4,Lennon
"Calle 5 de Mayo 17 Local B y C, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10248504-Reviews-Marisqueria_Isla_del_Caribe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,,,5,Marisqueria Isla del Caribe
"Bosques De Duraznos No. 39, Col. Bosques De Las Lomas Plaza Parque Duraznos, Miguel Hidalgo, Ciudad de M̩xico 11700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mariscos,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15566738-Reviews-Puntarena-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,$250,$600,4,Puntarena
"Georgia 42, Colonia N��poles Local C, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23239950-Reviews-Tacomido-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$20,$45,5,Tacomido
"Avenida Coruna No. 269 Local E, F, G, Albino Garcia, Viaducto Piedad, Ciudad de M̩xico 08200 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11930667-Reviews-Ahh_Carbon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,,,4.5,Ahh Carbon
"Culiacan No. 51, Esq. Tlaxcala, Col. Hipodromo Condesa Condesa, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Cena,"Comida para llevar, Asiento, Servicio de mesa, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8313474-Reviews-Fogonazo_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,"       xicana,     spa  �ola",,3.5,Fogonazo Condesa
"Michoacan # 93 Col. Condesa, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Brunch","Asiento, Servicio de mesa, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9864278-Reviews-Matisse_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,20,Apto para v    g    tarianos,,3.5,Matisse Bistro
"Calle Rio Niagara 43 Esq. R�_o P��nuco, Col. Cuauht̩moc, Ciudad de M̩xico 06500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Mexicana, Espa̱ola, Bar, Pub","Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12076084-Reviews-Pata_Negra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,$300,$500,3.5,Pata Negra
"Av. Universidad 273 Narvarte, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Almuerzo,"Servicio de mesa, Reservaciones, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6920258-Reviews-Las_sirenas_del_pacifico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,   ariscos,,3.5,las sirenas del pacifico
,www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6468821-Reviews-Kemi_Pasta_Pizza_y_Cerveza-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"Italiana, Pizz    r  _a, Co    i  a r    pi  a",,4,
"Avenida Ejercito Nacional Mexicano 980, Ciudad de M̩xico 11510 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Italiana, Fusi�_n, Saludable, Pizzer�_a, Mediterr��nea",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10533432-Reviews-Santa_Pizza_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,$60,$180,4,Santa Pizza Polanco
"Boulevard Avila Camacho 5, Lomas de Sotelo Toreo Parque Central, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15681597-Reviews-Crepes_Waffles-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"       xicana, Fusi  _n, Su  a        ricana, Colo    biana",,4.5,Crepes & Waffles
"Calle Rio Lerma 162, Ciudad de M̩xico 06500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Mexicana, Japonesa, Fusi�_n japonesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19951148-Reviews-Shiso_Taconori_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$200,$500,5,Shiso Taconori Bar
"Zacatecas 139, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13450470-Reviews-Ton_Ton_Ramen-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"Japon    sa, Asi    tica",,4,Ton Ton Ramen
"Avenida Santa Fe 482 City Walk Santa Fe, Ciudad de M̩xico 05500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Internacional, Saludable","Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16646009-Reviews-Giornale_City_Walk-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$120,$320,4,Giornale City Walk
"Avenida Mexico 157, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Italiana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19096270-Reviews-Cafe_Ragu-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$55,$240,5,Cafe Ragu
"Calle Eugenia 101 Esquina Con Insurgentes, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13773450-Reviews-Papa_Guapa_Eugenia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,       xicana,,4,Papa Guapa Eugenia
"Salvador D�_az Mir�_n 154, Ciudad de M̩xico 06400 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16727143-Reviews-Amore_Mio_Trattoria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Italiana,,4,Amore Mio Trattoria
"Avenida Insurgentes sur 701, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7624262-Reviews-Polyforum-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,       xicana,,4,Polyforum
"Glorieta de Citlalt̩petl 23D Esquina Amsterdam, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Cena, Almuerzo","Asiento, Servicio de mesa, Reservaciones, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13799751-Reviews-Parrilladas_Bariloche-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,"Arg    ntina, Chu asqu    r  _a, Latina, Pa illa  a,     spa  �ola, Su  a        ricana",,3.5,Parrilladas Bariloche
"Plaza Miyana Avenida Ejercito Nacional Mexicano 769 Dentro de Plaza Miyana, arriba de Petco, Ciudad de M̩xico 11520 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19100481-Reviews-La_3a_Ronda_Miyana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,$900,"$1,500",3.5,La 3a Ronda Miyana
"Calle Lago Alberto 320 Col. An��huac, Ciudad de M̩xico 11320 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13399858-Reviews-Burger_Bar_Joint-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Al    u    rzo, C    na",,4,Burger Bar Joint
"Avenida San Jeronimo 630 Centro Comercial San Jeronimo, Ciudad de M̩xico 01090 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Italiana, Francesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8841549-Reviews-San_Siro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$80,$120,4,San Siro
"Jaime Balmes #8 Local 3d Corporativo Polanco, Ciudad de M̩xico 11510 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Churrasquer�_a, Argentina, Sudamericana","Desayuno, Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8548888-Reviews-Don_Pasquale-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,$150,$300,4,Don Pasquale
"Tamaulipas 134 Hip�_dromo Condesa, Ciudad de M̩xico 06170 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8452891-Reviews-La_Bendita_Cantina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,$200,$500,3.5,La Bendita Cantina
"Pedro Ram�_rez del Castillo Esq, San Pedro, Ciudad de M̩xico 16090 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21956082-Reviews-Torteria_La_Planta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"       xicana, Co    i  a r    pi  a",,5,Torteria La Planta
"Avenida Claveria 136 Colonia Claver�_a, Ciudad de M̩xico 02080 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14982653-Reviews-Pizzawood-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Al    u    rzo, C    na",,5,Pizzawood
"Paseo de las Plamas 530 Lomas de Chapultepec 2 Piso, Ciudad de M̩xico 11000 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Mexicana, Latina","Asiento, Servicio de mesa, Reservaciones",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14006216-Reviews-Qu_Qoo_Kitchen_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,$250,$700,4,Q�_-Qoo Kitchen Bar
"Yucatan 40 Local A, Corner of Insurgentes Col. Roma, Del. Cuauhtemoc, Ciudad de M̩xico 06760 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Argentina, Sudamericana",Almuerzo,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1985496-Reviews-Comida_Argentina_al_Paso_Rincon_Criollo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$80,$281,5,Comida Argentina al Paso Rincon Criollo
"Avenida Toluca 215 L 3, Ciudad de M̩xico 01780 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Internacional,"Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10780823-Reviews-La_Regional_San_Angel-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$40,$135,5,La Regional San Angel
"Avenida Santa Fe 94 Centro Comercial Samara Shops, Santa Fe, Ciudad de M̩xico 01376 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Japonesa, Sushi","Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8683678-Reviews-Daisuki_Sushi_Gourmet-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,$150,$250,3.5,Daisuki Sushi Gourmet
"Calle Bahia Santa Barbara 166 Col Veronica Anzures, Ciudad de M̩xico 11300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Argentina, Sudamericana",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9555383-Reviews-La_Chiviteria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$110,$250,4.5,La Chiviteria
"Calle Tabasco 46, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Mexicana, Churrasquer�_a, Bar, Pub, Bar de vinos","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12178092-Reviews-Mitico_Cocina_de_Fuego-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$402,"$1,004",5,M�_tico Cocina de Fuego
"Avenida Insurgentes sur 3996 Col. Tlalpan Centro, Delegacion Tialpan, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Desayuno, Brunch","Comida para llevar, Acceso para silla de ruedas, Servicio de mesa, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8280968-Reviews-Sanborns_Fuentes_Brotantes-Mexico_City_Central_Mexico_and_Gulf_Coast.html,25,       xicana,,3.5,Sanborns Fuentes Brotantes
"Mariano Escobedo 700. Col. Anzures, 3 piso, Ciudad de M̩xico 11590 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Italiana, Mediterr��nea","Cena, Desayuno, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1091119-Reviews-Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,43,$402,$502,3.5,Bistro
"Sierravista 221, Local B, Colonia Lindavista, 07300, Ciudad de M̩xico 07300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12234561-Reviews-El_Mana_Vegetariano-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"      sayuno, Al    u    rzo, C    na",,5,El Man�� Vegetariano
"Pachuca 51, Colonia Condesa La Condesa, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23209689-Reviews-Merendero_Gloria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,       xicana,,5,Merendero Gloria
"Blvd. Puerto Aereo 502 Col. Moctezuma 2a. Secc, Ciudad de M̩xico 15530 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Mexicana, Internacional","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6878306-Reviews-Fiesta_Inn-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,$100,"$1,004",3.5,Restaurante Fiesta Inn Aeropuerto Ciudad de M̩xico
"Calle Concepci�_n Beistegui 303 Col del Valle Centro, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Brunch, Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2410634-Reviews-La_Casa_de_la_Yeya_Beistegui-Mexico_City_Central_Mexico_and_Gulf_Coast.html,53,$95,$160,3.5,La Casa de la Yeya
"Zamora #79 Local C, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Caf̩,"Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23379306-Reviews-Anvil_Cafe_De_Especialidad-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$28,$65,5,Anvil Caf̩ De Especialidad
"Eje Vial 1 Oriente (Via Lactea) 78 Esquina Osa Mayor, Ciudad de M̩xico 04230 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10468143-Reviews-Carnitas_Don_Rafa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Co    i  a para ll    var,,4,Carnitas Don Rafa
"Eje Vial Eje 1 Poniente (Avenida Guerrero) 142 Mexico DF, Ciudad de M̩xico 06300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Almuerzo, Cena, Bebidas","Comida para llevar, Estacionamiento disponible, Estacionamiento para clientes, Televisi�_n, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wi-Fi gratis, Acepta tarjetas de cr̩dito, M̼sica en vivo, Estilo familiar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3457962-Reviews-EL_Penacho_de_Moctezuma_de_la_Guerrero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,       xicana,,3.5,EL Penacho de Moctezuma de la Guerrero
"Calle Dakota 74A, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Servicio de mesa, Reservaciones",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12944752-Reviews-Los_Faroles-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Al    u    rzo,       sayuno",,3.5,Los Faroles
"Calzada De Tlalpan 1750 Cerca Del Metro General Anaya, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13482190-Reviews-Cemitas_y_Tortas_la_Estrella-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,       xicana,,4.5,Cemitas y Tortas la Estrella
"V�_a Doctor Gustavo Baz Prada Number 40 Bosques De Echegaray, Ciudad de M̩xico 53310 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,Mexicana,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8077545-Reviews-Villazapata_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$150,$300,4.5,Villazapata Restaurante
"Calle Bosque de Duraznos 187, Ciudad de M̩xico 11700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5011623-Reviews-La_Cabrera-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"Arg    ntina, Su  a        ricana",,4,La Cabrera
"Calle Dinamarca 50a A un lado de plaza Washington, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,"Almuerzo, Cena","Asientos al aire libre, Estacionamiento en la calle, Sirve alcohol, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wi-Fi gratis, Acepta tarjetas de cr̩dito, Apto para perros",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16750476-Reviews-La_Barrita_Marisqueria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Italiana,     ariscos,                   n    a",,4,La Barrita Marisqueria
"Sur 97 #553 Col. Sector Popular, Ciudad de M̩xico 09060 M̩xico",www.tripadvisor.com.mx,08/09/22 18:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12053439-Reviews-Tapsa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Al    u    rzo, C    na",,4.5,Tapsa
