address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Campos Eliseos 218 Presidente Inter-Continental Mexico City, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 17:49:27,"Francesa, Mariscos, Europea, Sopas, Bar de vinos","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d786759-Reviews-Au_Pied_de_Cochon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,041","$800 - $1,000",4.5,Au Pied de Cochon
"Calle Lucerna 51 Esq Lisboa, Col Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:27,"Apto para vegetarianos, Opciones veganas","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8834436-Reviews-Lucerna_Comedor-Mexico_City_Central_Mexico_and_Gulf_Coast.html,198,"Mexicana, Bar, Mariscos, Comida rápida",4.5,Lucerna Comedor
"Kansas No. 19 Colonia Nápoles Delegación Benito Juárez, Ciudad de México 03810 México",,www.tripadvisor.com.mx,2022-09-08 17:49:27,"Libanesa, Del Medio Oriente, Bar, Fusión","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7014711-Reviews-Asador_Libanes-Mexico_City_Central_Mexico_and_Gulf_Coast.html,287,$300 - $800,4.5,Asador Libanés
"Presidente Inter-Continental Mexico City 218 Campos Eliseos Dentro del Hotel Preseidente, Primer piso., Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 17:49:28,"Italiana, Europea, Siciliana, Del sur italiano","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d786752-Reviews-Alfredo_Di_Roma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,526,$600 - $900,4.5,Alfredo Di Roma
"Londres 144 Zona Rosa, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:28,Apto para vegetarianos,"Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1924662-Reviews-La_casa_de_Tono_Zona_Rosa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,148","Mexicana, Latina",4.5,La casa de Tono Zona Rosa
"Sabino 166, Col. Santa Ma. Insurgentes, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:28,"Mexicana, Latina",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d800722-Reviews-La_Casa_de_Tono-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,435",$100 - $201,4.5,La Casa de Tono
"Emilio Castelar 111-A, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:28,"Mariscos, Mediterránea, Europea, Portuguesa","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d804176-Reviews-Casa_Portuguesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,486,"$402 - $1,004",4.5,Casa Portuguesa
"Calle Rio Lerma # 175-A Colonia Cuauhtémoc, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 17:49:29,"Parrillada, Churrasquería, Argentina",Opciones sin gluten,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1107539-Reviews-Quebracho_Lerma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,758,$402 - $603,4.5,Quebracho Lerma
"Avenida Cuitlahuac # 3102 Esq. con Av. Claveria, Ciudad de México 02080 México",,www.tripadvisor.com.mx,2022-09-08 17:49:29,"Mexicana, Latina","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1978164-Reviews-Nicos_Mexico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,630,$502 - $803,4.5,Nicos Mexico
"Calle Donceles 12 Centro Histórico de la Cdad, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:29,"Bar de vinos, Cervecería, Bar, Pub, Restaurantes cerveceros","Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19502068-Reviews-Procer_Wine_and_Beer-Mexico_City_Central_Mexico_and_Gulf_Coast.html,55,$75 - $300,5.0,Procer Wine and Beer
"Calle Republica de Uruguay 3, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:30,"Mariscos, Española, Sopas","Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d814845-Reviews-Danubio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,733,"$502 - $2,009",4.5,Danubio
"Calle de Durango 205 Roma Nte., Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:30,"Mexicana, Internacional, Bar de vinos","Apto para vegetarianos, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3679494-Reviews-Sonora_Grill_Prime_Roma_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,373,"$900 - $1,500",4.5,Sonora Grill Prime Roma Condesa
"Torres Adalid 14, Col. Del Valle, Ciudad de México 03100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:30,"Japonesa, Mariscos, Sushi, Asiática, Saludable","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d912835-Reviews-Suntory_Del_Valle-Mexico_City_Central_Mexico_and_Gulf_Coast.html,723,"$800 - $1,200",4.5,Suntory Del Valle
"Avenida Paseo de Las Palmas No. 215, Ciudad de México 11000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:31,"Mexicana, Latina","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d799161-Reviews-El_Cardenal-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,362","$402 - $1,506",4.5,El Cardenal Lomas
"Nuevo Leon 137 Hipódromo Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:31,"Mexicana, Latina","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1977609-Reviews-La_Capital-Mexico_City_Central_Mexico_and_Gulf_Coast.html,621,$402 - $502,4.5,La Capital
"Presidente Masaryk 513 Local 3/4, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 17:49:31,"Mexicana, Latina, Contemporánea, Saludable","Apto para vegetarianos, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6280510-Reviews-Guzina_Oaxaca-Mexico_City_Central_Mexico_and_Gulf_Coast.html,396,"$500 - $1,000",4.5,Guzina Oaxaca
"Zacatecas 139, Colonia Roma Esquina Jalapa, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:32,Mexicana,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7708521-Reviews-Nudo_Negro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,425,$350 - $500,4.5,Nudo Negro
"Avenida Amsterdam 204 Colonia Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:32,"Apto para vegetarianos, Opciones sin gluten","Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1786964-Reviews-MeroToro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,521,"Mexicana, Latina, Mariscos",4.5,MeroToro
"Isabel la Catolica, 29, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:32,Española,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1049811-Reviews-Casino_Espanol-Mexico_City_Central_Mexico_and_Gulf_Coast.html,611,$502 - $803,4.5,Casino Español
"Jardin Centenario 9-A Col. Villa Coyoacán, Coyoacán CDMX, Ciudad de México 04000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:33,Mexicana,Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2058353-Reviews-Corazon_De_Maguey-Mexico_City_Central_Mexico_and_Gulf_Coast.html,761,$250 - $300,4.0,Corazón de Maguey
"Anatole France 100 Col. Polanco, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 17:49:33,"Mexicana, Latina","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1998421-Reviews-Dulce_Patria_en_Las_Alcobas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,386","$10,043 - $10,043",4.5,Dulce Patria en Las Alcobas
"Anhauac 38, col.roma Sur, Ciudad de México 06760 México",,www.tripadvisor.com.mx,2022-09-08 17:49:34,"Italiana, Pizzería, Saludable, Napolitana, De Campania, Siciliana, Del sur italiano",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18891710-Reviews-San_Giorgio_Pizzeria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,64,$80 - $500,5.0,San Giorgio Pizzeria
"Calle Tolstoi # 9 También en Terraza Palacio: Polanco, Perisur, Santa Fe y Veracruz., Ciudad de México 11590 México",,www.tripadvisor.com.mx,2022-09-08 17:49:34,"Mexicana, Latina",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d941742-Reviews-Los_Panchos_Anzures-Mexico_City_Central_Mexico_and_Gulf_Coast.html,534,$15 - $300,4.5,Los Panchos Anzures
"Calle Durango 200, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:34,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d813752-Reviews-Contramar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,570",,4.5,Contramar
"Avenida de La Republica 17, Ciudad de México 06030 México",,www.tripadvisor.com.mx,2022-09-08 17:49:35,"Española, Saludable","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19653500-Reviews-Zesta_Punta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,294,$395 - $650,5.0,Zesta Punta
"Atlixco 38 esquina Juan Escutia Colonia La Condesa., Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:35,Almuerzo,"Comida para llevar, Asientos al aire libre, Asiento, Acceso para silla de ruedas, Sirve alcohol, Acepta tarjetas de crédito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7927654-Reviews-El_Pescadito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,317,"Mexicana, Latina, Mariscos, Comida rápida",4.5,El Pescadito
"Avenida Presidente Masaryk 390, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 17:49:35,Internacional,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4367046-Reviews-Anatol_en_Las_Alcobas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,315,"$803 - $1,205",4.5,Anatol en Las Alcobas
"Norte 45 No. 902-Bis Vallejo, Ciudad de México 02300 México",,www.tripadvisor.com.mx,2022-09-08 17:49:36,"Latina, Argentina, Bar, Internacional, Parrilla, Contemporánea, Pub","Almuerzo, Brunch, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4553261-Reviews-Cambalache_Vallejo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,103,$500 - $800,5.0,Cambalache Vallejo
"Mercado Coyoacan Distrito Federal, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:36,Apto para vegetarianos,"Desayuno, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1904103-Reviews-Tostadas_de_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,294,"Mexicana, Latina, Mariscos, Comida rápida",4.5,Tostadas de Coyoacan
"Avenida Insurgentes sur 275 Roma Nte., Cuauhtémoc, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:37,"Mexicana, Internacional, Bar, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20974480-Reviews-Restaurante_Takotl-Mexico_City_Central_Mexico_and_Gulf_Coast.html,160,$100 - $500,5.0,Taquería y Restaurante Takotl
"Avenida Paseo de La Reforma 80 En el Hotel Fiesta Americana Reforma, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:37,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12104177-Reviews-La_Distral-Mexico_City_Central_Mexico_and_Gulf_Coast.html,388,"Mexicana, Latina, Internacional",5.0,La Distral
"Avenida Paseo de La Reforma 276 Mexico City Marriott Reforma Hotel, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:38,Internacional,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1926008-Reviews-Condimento_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,740,$235 - $265,5.0,Condimento Restaurant
"Paseo de la Reforma 276 Col. Juarez, Mexico City Marriott Reforma Hotel, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:38,"Mexicana, Parrillada",Opciones sin gluten,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2394477-Reviews-La_Mansion_Marriott_Reforma_Steakhouse-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,047",$500 - $800,5.0,La Mansion Marriott Reforma
"Avenida Paseo de La Reforma 297 Colonia Cuauhtémoc, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 17:49:38,"Mexicana, Mediterránea, Europea, Parrilla","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19338104-Reviews-Balta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,528,"$26 - $1,000",5.0,Balta
"Centenario No. 31 Colonia Del Carmen Coyoacan, Ciudad de México 04100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:39,"Apto para vegetarianos, Opciones veganas","Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7139565-Reviews-Amatista_Tostadas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,94,Mexicana,5.0,Amatista Tostadas
"Calle General Prim 95, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:39,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10479266-Reviews-Amaya-Mexico_City_Central_Mexico_and_Gulf_Coast.html,231,"Mexicana, Bar de vinos",4.5,Amaya
"Av. Arteaga y Salazar 68, Ciudad de México 05500 México",,www.tripadvisor.com.mx,2022-09-08 17:49:39,"Argentina, Parrilla","Apto para vegetarianos, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15106120-Reviews-Sudestada_DF-Mexico_City_Central_Mexico_and_Gulf_Coast.html,59,"$52 - $1,320",5.0,Sudestada DF
"Aguascalientes 232 Esquina Con Alfonso Reyes, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:40,Mexicana,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8437493-Reviews-Antolina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,105,$30 - $300,4.5,Antolina
"Republica de Argentina 15, centro corner of Justo Sierra, Ciudad de México 06020 México",,www.tripadvisor.com.mx,2022-09-08 17:49:40,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1581679-Reviews-El_Mayor-Mexico_City_Central_Mexico_and_Gulf_Coast.html,700,"Mexicana, Latina",4.0,El Mayor Restaurante
"Avenida Paseo de La Reforma 222, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:49:40,"Apto para vegetarianos, Opciones veganas","Desayuno, Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3331987-Reviews-El_Bajio_Refoma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,334,"Mexicana, Latina",4.0,El Bajio Refoma
"Calle Pedregal 24 Torre Virreyes, Lomas de Chapultepec, Ciudad de México 11040 México",,www.tripadvisor.com.mx,2022-09-08 17:49:40,"Mariscos, Fusión","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11619261-Reviews-Aitana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,186,"$800 - $1,200",4.5,Aitana
"República de Guatemala 32 Centro Histórico CDMX, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:41,"Mexicana, Latina","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1308960-Reviews-La_Casa_de_las_Sirenas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,602,$500 - $800,4.0,La Casa de las Sirenas
"Newton 55 Polanco, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 17:49:41,Mexicana,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2649632-Reviews-Quintonil-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,154","$1,250 - $4,500",4.5,Quintonil
"Congreso 2A Col. Tlalpan centro, Ciudad de México 14000 México",,www.tripadvisor.com.mx,2022-09-08 17:49:42,"Pizzería, Italiana, Mediterránea","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2695838-Reviews-Dolce_Amore-Mexico_City_Central_Mexico_and_Gulf_Coast.html,136,$23 - $398,4.5,Dolce Amore
"Querétaro 90 Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:42,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10135221-Reviews-La_Pitahaya_Vegana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,101,"Mexicana, Latina, Saludable",4.5,La Pitahaya Vegana
"Vazquez de Mella 525, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:42,"Mexicana, Latina, Internacional","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1036486-Reviews-Hacienda_de_Los_Morales-Mexico_City_Central_Mexico_and_Gulf_Coast.html,"1,097","$300 - $1,200",4.5,Hacienda de Los Morales
"Calzada vallejo Parque Vía Vallejo, Ciudad de México 02340 México",,www.tripadvisor.com.mx,2022-09-08 17:49:42,"Mariscos, Mexicana","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14145237-Reviews-Villa_Rica_Vallejo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,92,"$25 - $1,000",5.0,Villa Rica Vallejo
"Condesa 06100 Mexico City Calle Altata St 22 Altata 22 Colonia Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:49:43,"Mexicana, Latina",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d811183-Reviews-El_Califa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,683,$201 - $301,4.0,El Califa
"Calle Frontera 168 Col. Roma, Esquina Con Zacatecas, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:43,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8736435-Reviews-Mog_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,429,"Japonesa, Sushi, Asiática, Tailandesa",4.5,Mog Bistro
"Avenida Presidente Masaryk 513 Polanco II Secc, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 17:49:43,"Mediterránea, Española","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10244439-Reviews-Garum-Mexico_City_Central_Mexico_and_Gulf_Coast.html,153,"$1,004 - $2,009",4.5,Garum
"Emilio Castelar 31 Polanco, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:49:43,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Desayuno, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3207537-Reviews-Maison_Belen-Mexico_City_Central_Mexico_and_Gulf_Coast.html,270,"Francesa, Café",4.5,Maison Belen
"Avenida Alvaro Obregon 31 Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:49:44,"Churrasquería, Latina, Argentina",Opciones sin gluten,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11923594-Reviews-Gardela-Mexico_City_Central_Mexico_and_Gulf_Coast.html,173,$350 - $580,4.5,Gardela
"Juarez 84 Esquina Balderas, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 17:49:44,"Almuerzo, Cena, Brunch","Comida para llevar, Asiento, Televisión, Acceso para silla de ruedas, Sirve alcohol, Wi-Fi gratis, Acepta tarjetas de crédito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7905596-Reviews-Taqueria_El_Caifan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,406,"Mexicana, Latina, Comida rápida",4.0,Taqueria El Caifan
