,address,domain,extracted_date,food_category,food_types,link,opinions,min_price,max_price,rating,restaurant_name
476,"Roma Norte, Delegacion Cuahtemoc Calle Durango 216 Ubicado en la azotea de casona. Entre el Palacio de Hierro y la fuente de la Cibeles, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Bar, Mariscos, Internacional","Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9886795-Reviews-Palmares_Azotea-Mexico_City_Central_Mexico_and_Gulf_Coast.html,133,300.0,600.0,4.0,Palmares Azotea
477,"Carretera Mexico-Toluca, 46, Ciudad de M̩xico 52740 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Latina","Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1032237-Reviews-Hacienda_Del_Parian-Mexico_City_Central_Mexico_and_Gulf_Coast.html,71,200.0,800.0,4.0,Hacienda Del Pari��n
478,"Avenida Paseo de Las Palmas 275 Local B y C. Lomas de Chapultepec, Ciudad de M̩xico 11000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mariscos,"Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7734357-Reviews-Puntarena_Palmas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,91,6026.0,13055.0,4.0,Puntarena Palmas
479,"Avenida Miguel Angel de Quevedo 854 La Concepcion, Ciudad de M̩xico 04020 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Apto para vegetarianos, Opciones veganas","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10438643-Reviews-Rosso_di_Sera-Mexico_City_Central_Mexico_and_Gulf_Coast.html,46,463.7050452781371,44320.62354463131,4.5,Rosso di Sera
480,"Avenida Michoacan 93 Entre Parral y Atlixco, frente al mercado., Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Italiana, Mexicana, Bar, Internacional, Pub, Bar de vinos","Apto para vegetarianos, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d811301-Reviews-Fonda_Garufa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,165,100.0,600.0,4.0,Fonda Garufa
481,"Margen Izquierdo del Lago Mayor, 2, Ciudad de M̩xico 03700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Apto para vegetarianos,"Desayuno, Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1032201-Reviews-El_Lago_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,390,300.0,850.0,3.5,El Lago Restaurante
482,"Orizaba 154, Col Roma, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Caribe̱a, Peruana, Latina, Espa̱ola, Contempor��nea, Sudamericana",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19591007-Reviews-Yemanya-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,3314.0,13557.0,5.0,Yemanya
483,"Av San Fernando 649, Manantial Pe̱a Pobre, Tlalpan, Ciudad de M̩xico, CDMX, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Apto para vegetarianos,"Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d781839-Reviews-Piantao-Mexico_City_Central_Mexico_and_Gulf_Coast.html,197,463.7050452781371,44320.62354463131,4.0,Piantao
484,"Juan Salvador Agraz 97, Torre Parag�_n, Local L Santa Fe, Ciudad de M̩xico 05300 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mariscos, Internacional",Opciones sin gluten,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4027843-Reviews-King_Fish-Mexico_City_Central_Mexico_and_Gulf_Coast.html,83,3977.0,8416.0,4.0,King Fish
485,"Calle Orizaba 125, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19104059-Reviews-Frutos_Prohibidos_Roma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,35.0,200.0,5.0,Frutos Prohibidos Roma
486,"Avenida Sonora 189, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena","Servicio de mesa, Reservaciones, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17839152-Reviews-Nido-Mexico_City_Central_Mexico_and_Gulf_Coast.html,39,463.7050452781371,44320.62354463131,4.5,Nido
487,"Torcuato Tasso 324-M Horacio y Presidente Masaryk, Ciudad de M̩xico 11560 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Latina, Mariscos","Almuerzo, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2032900-Reviews-Mi_Gusto_Es-Mexico_City_Central_Mexico_and_Gulf_Coast.html,217,200.0,350.0,4.0,Mi Gusto Es
488,"Avenida Cuauht̩moc 150 Doctor Erazo, Col.  Doctores, Ciudad de M̩xico 06720 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Brunch, Cena","Reservaciones, Asiento, Servicio de valet, Sillitas altas disponibles, Acceso para silla de ruedas, Bar completo, Servicio de mesa, Estacionamiento para clientes, Sirve alcohol",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3902940-Reviews-Cantina_la_Numero_1-Mexico_City_Central_Mexico_and_Gulf_Coast.html,108,463.7050452781371,44320.62354463131,4.0,Cantina la Numero 1
489,"Prado Norte 395 Esq. Con Monte AltaiMexico Lomas De Chapultepec Del. Miguel Hidalgo, Ciudad de M̩xico 11000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mariscos,"Almuerzo, Cena, Brunch, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1912621-Reviews-Restaurante_Decrab-Mexico_City_Central_Mexico_and_Gulf_Coast.html,157,250.0,450.0,4.0,Decrab Prado Norte
490,"Tonal�� 133 Col Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Cena,"Reservaciones, Asiento, Sirve alcohol, Acepta tarjetas de cr̩dito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23164377-Reviews-Em_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,38,463.7050452781371,44320.62354463131,4.5,Em Restaurante
491,"Dr. Balmis 210 Esq. Dr. Villada Col. Doctores, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Almuerzo,"Comida para llevar, Reservaciones, Asiento, Acceso para silla de ruedas, Sirve alcohol, Acepta tarjetas de cr̩dito, Servicio de mesa, Estacionamiento para clientes, Bar completo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4449910-Reviews-El_Sella-Mexico_City_Central_Mexico_and_Gulf_Coast.html,82,463.7050452781371,44320.62354463131,4.5,El Sella
492,"Av. Ciudad Universitaria 301, Ciudad de M̩xico 04510 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Internacional",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6131930-Reviews-Casa_Club_del_Academico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,154,75.0,250.0,4.0,Casa Club del Acad̩mico
493,"Avenida Miguel ́ngel de Quevedo 217 Plaza Oasis, Ciudad de M̩xico 04310 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mexicana,Opciones sin gluten,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10762482-Reviews-Cantina_20_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,123,500.0,1000.0,4.0,Cantina 20 |Coyoac��n
494,"Calle Virgilio 40 Polanco, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Latina",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11702395-Reviews-Comedor_Jacinta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,166,300.0,500.0,4.0,Comedor Jacita
495,"Calle Amargura 14 Alvaro Obregon, Ciudad de M̩xico 01000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Apto para vegetarianos, Opciones sin gluten","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5283483-Reviews-Kuh-Mexico_City_Central_Mexico_and_Gulf_Coast.html,81,463.7050452781371,44320.62354463131,4.5,Kuh
496,"Genova 20, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena","Comida para llevar, Asiento, Sirve alcohol, Servicio de mesa, Reservaciones",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7061260-Reviews-Goguinara-Mexico_City_Central_Mexico_and_Gulf_Coast.html,73,463.7050452781371,44320.62354463131,4.0,Goguinara
497,"Isabel La Cat�_lica #30 Col. Centro Del. Cuauht̩moc Junto A La Recepcion Del Hotel Down Town, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Japonesa, Sushi","Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23302968-Reviews-Nana_Nigiri_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,40.0,1600.0,5.0,Nana Nigiri Bar
498,"Higuera 30, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Cena, Brunch, Desayuno, Almuerzo",Comida para llevar,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10266160-Reviews-Mercado_De_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,63,463.7050452781371,44320.62354463131,4.5,Mercado De Coyoacan
499,"Torres Adalid s/n Esquina con Pestalozzi, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4400614-Reviews-Piloncillo_y_cascabel-Mexico_City_Central_Mexico_and_Gulf_Coast.html,74,463.7050452781371,44320.62354463131,4.5,Piloncillo y cascabel
500,"Mexico City Airport T1, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena, Brunch","Asiento, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Servicio de mesa, Reservaciones, Televisi�_n",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3784338-Reviews-Cucara_Macara-Mexico_City_Central_Mexico_and_Gulf_Coast.html,142,463.7050452781371,44320.62354463131,4.0,Cucara Macara
501,"Calle 25 # 3, Ciudad de M̩xico 03800 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mexicana,Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1978444-Reviews-Villa_Casona-Mexico_City_Central_Mexico_and_Gulf_Coast.html,58,402.0,603.0,4.5,Villa Casona
502,"700 Colonia Nueva Anzures Hotel Camino Real, Mariano Escobedo. Ruben Dario, Ciudad de M̩xico 11590 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Apto para vegetarianos,"Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d800226-Reviews-China_Grill-Mexico_City_Central_Mexico_and_Gulf_Coast.html,180,463.7050452781371,44320.62354463131,4.0,China Grill
503,"Antonio Dovali Jaime # 70, Ciudad de M̩xico 01219 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Churrasquer�_a, Mariscos, Parrilla","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11749173-Reviews-Sal_y_Lena-Mexico_City_Central_Mexico_and_Gulf_Coast.html,106,650.0,1000.0,4.0,Sal y Le̱a
504,"Peatonal Fray Pedro de Gante No. 1, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena, Desayuno","Comida para llevar, Asiento, Acceso para silla de ruedas, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3725662-Reviews-El_Huequito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,136,463.7050452781371,44320.62354463131,4.0,El Huequito
505,"Parque Espana 3 Roma Norte, Districto Federal, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Apto para vegetarianos,"Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3592550-Reviews-Pizza_del_Perro_Negro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,404,463.7050452781371,44320.62354463131,4.0,Pizza del Perro Negro
506,"Campos Eliseos 218 Presidente Intercontinental Hotel, Col. Chapultepec Polanco, Miguel Hidalgo, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Desayuno, Almuerzo, Brunch","Comida para llevar, Asiento, Sirve alcohol, Servicio de mesa, Reservaciones, Sillitas altas disponibles, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10000013-Reviews-Cafe_Urbano-Mexico_City_Central_Mexico_and_Gulf_Coast.html,99,463.7050452781371,44320.62354463131,4.0,Caf̩ Urbano
507,"Emilio Castelar, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena",Sirve alcohol,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13418182-Reviews-Sushi_Iwashi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,49,463.7050452781371,44320.62354463131,4.5,Sushi Iwashi
508,"Calle Parral 78 Bis corner with Avenida Michoacan, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Sopas","Almuerzo, Cena, Desayuno, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1101360-Reviews-Xel_Ha_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,69,301.0,402.0,4.0,Xel-Ha Bar
509,"Calzada Insurgentes sur No. 3874, Ciudad de M̩xico 14000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena, Abierto hasta tarde","Reservaciones, Asientos al aire libre, Asiento, Estacionamiento disponible, Sillitas altas disponibles, Acceso para silla de ruedas, Sirve alcohol, Estacionamiento para clientes, Servicio de valet, Bar completo, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3361025-Reviews-El_Asado_Argentino-Mexico_City_Central_Mexico_and_Gulf_Coast.html,110,463.7050452781371,44320.62354463131,4.0,Restaurante El Asado Argentino
510,"Calle Puente de Piedra 150 Medica Sur, Ciudad de M̩xico 14050 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mexicana,Asiento,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19113861-Reviews-Frutos_Prohibidos_Medica_Sur-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,35.0,200.0,5.0,Frutos Prohibidos M̩dica Sur
511,"Av. Universidad 1894 Local 2 Col. Oxtopulco, Ciudad de M̩xico 04318 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Comida r��pida","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d785728-Reviews-Restaurante_El_Gnomo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,84,80.0,161.0,4.5,Restaurante El Gnomo
512,"Avenida Alvaro Obregon Roma Norte 106 Del. Cuauhtemoc, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Abierto hasta tarde, Bebidas","Reservaciones, Asientos al aire libre, Asiento, Sirve alcohol, Bar completo, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2161475-Reviews-Licoreria_Limantour-Mexico_City_Central_Mexico_and_Gulf_Coast.html,194,463.7050452781371,44320.62354463131,4.0,Licoreria Limantour
513,"Calle Colima 333 Colonia Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Internacional, Contempor��nea","Cena, Almuerzo, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17696341-Reviews-Gracias_Comedor-Mexico_City_Central_Mexico_and_Gulf_Coast.html,36,1189.0,1500.0,5.0,Gracias Comedor
514,"Calle Paseo de los Tamarindos # 90 Paseo Arcos Bosques, Ciudad de M̩xico 05120 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Latina, Mariscos",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1465510-Reviews-Costa_Guadiana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,116,500.0,650.0,4.0,Costa Guadiana
515,"C. J. Enrique Pestalozzi 1238 Colonia del Valle, Centro, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","Almuerzo, Cena, Bebidas, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d815310-Reviews-Deigo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,155,463.7050452781371,44320.62354463131,4.0,Deigo
516,"Popocat̩petl 25, esq. ́msterdam Hop�_dromo Condesa, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Bar, Mexicana",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3138686-Reviews-La_Bodega-Mexico_City_Central_Mexico_and_Gulf_Coast.html,104,8.0,300.0,4.0,La Bodega
517,"Mil��n 14 Esq. General Prim, Colonia Ju��rez, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Estadounidense, Bar, Internacional, Pub",Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7954518-Reviews-Parker_Lenox-Mexico_City_Central_Mexico_and_Gulf_Coast.html,100,180.0,1200.0,4.0,Parker and Lenox
518,"Centenario 67, Coyoac��n, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Francesa, Mexicana","Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12075196-Reviews-Aquarelle_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,74,150.0,350.0,4.0,Aquarelle Bistro
519,"Javier Barros Sierra 540 Plaza Santa Fe Torre II, Ciudad de M̩xico 01219 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Latina, Espa̱ola",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12847917-Reviews-Cascabel-Mexico_City_Central_Mexico_and_Gulf_Coast.html,41,350.0,1000.0,4.5,Cascabel
520,"Luis Moya, 31 Colonia Center, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Sirve alcohol,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11918910-Reviews-Bosforo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,45,463.7050452781371,44320.62354463131,4.5,B�_sforo
521,"Calle Filadelfia 38 Benito Ju��rez, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Mexicana, Bar, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13959928-Reviews-Cantina_20_World_Trade_Center-Mexico_City_Central_Mexico_and_Gulf_Coast.html,76,10043.0,30128.0,4.0,Cantina 20 | World Trade Center
522,"Juan Salvador Agraz No.97 Colonia Santa Fe, Ciudad de M̩xico 05348 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Bebidas, Cena","Comida para llevar, Reservaciones, Asientos al aire libre, Asiento, Estacionamiento disponible, Estacionamiento para clientes, Servicio de valet, Sillitas altas disponibles, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa, Wi-Fi gratis, Televisi�_n, Acepta tarjetas de cr̩dito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4271008-Reviews-Palm_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,109,463.7050452781371,44320.62354463131,4.0,The Palm
523,"Avenida Lomas Verdes 1200 Centro Comercial La C̼spide, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Estadounidense, Parrillada","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8516778-Reviews-Texas_Ribs_La_Cuspide-Mexico_City_Central_Mexico_and_Gulf_Coast.html,96,250.0,500.0,4.0,Texas Ribs La C̼spide
524,"Rio Lerma 138, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena","Comida para llevar, Asiento, Acceso para silla de ruedas, Asientos al aire libre, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7995068-Reviews-El_Caminero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,55,463.7050452781371,44320.62354463131,4.5,El Caminero
525,"Calle Isabel La Catolica 1198 Col. Independencia, Ciudad de M̩xico 03630 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Argentina,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7251161-Reviews-Fonda_Argentina_Isabel_la_Catolica-Mexico_City_Central_Mexico_and_Gulf_Coast.html,51,9038.0,11047.0,4.5,Fonda Argentina Isabel la Catolica
526,"Calle Jalapa 117, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Almuerzo, Cena","Comida para llevar, Asientos al aire libre, Asiento, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4973447-Reviews-Tres_Galeones-Mexico_City_Central_Mexico_and_Gulf_Coast.html,93,463.7050452781371,44320.62354463131,4.5,Tres Galeones
527,"Prado Norte 205 Lomas, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,"Desayuno, Cena, Almuerzo, Brunch","Reservaciones, Asientos al aire libre, Asiento, Estacionamiento disponible, Servicio de valet, Acceso para silla de ruedas, Servicio de mesa, Sillitas altas disponibles, Sirve alcohol",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4170949-Reviews-Un_lugar_de_la_Mancha-Mexico_City_Central_Mexico_and_Gulf_Coast.html,121,463.7050452781371,44320.62354463131,4.0,Un lugar de la Mancha
528,"Av Tlahuac 4409 Iztapalapa Col. Lomas Estrella 2da secci�_n Local SC16, Ciudad de M̩xico 09640 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Estadounidense,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12174059-Reviews-Texas_Ribs_Lomas_Estrella-Mexico_City_Central_Mexico_and_Gulf_Coast.html,107,201.0,301.0,4.0,Texas Ribs Lomas Estrella
529,"Avenida Amsterdam 241 Col Hip�_dromo Condesa, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Europea,Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d815273-Reviews-Specia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,104,502.0,2009.0,4.5,Specia
530,"Avenida Chapultepec 606 San Miguel Chapultepec, Ciudad de M̩xico 11850 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Mexicana,"Cena, Almuerzo, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1092670-Reviews-El_Mirador_de_Chapultepec-Mexico_City_Central_Mexico_and_Gulf_Coast.html,84,250.0,500.0,4.5,El Mirador de Chapultepec
531,"Circuito Arqueologico S/n, Ciudad de M̩xico 55820 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11978270-Reviews-La_Gruta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,131,463.7050452781371,44320.62354463131,4.0,La Gruta
532,"Calle Orizaba 28 Esquina Calle Puebla, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:51,Cena,"Asiento, Servicio de mesa, Comida para llevar, Reservaciones, Acceso para silla de ruedas, Sirve alcohol",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13287674-Reviews-La_Corriente_Cevicheria_Nais-Mexico_City_Central_Mexico_and_Gulf_Coast.html,37,463.7050452781371,44320.62354463131,4.5,La Corriente Cevicheria Nais
533,"Calle Marconi 3 Esquina Con Tacuba, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:52,"Desayuno, Almuerzo, Brunch","Reservaciones, Acceso para silla de ruedas, Servicio de mesa, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10634897-Reviews-Restaurante_Escribanos_Plaza_Manuel_Tolsa-Mexico_City_Central_Mexico_and_Gulf_Co.html,75,463.7050452781371,44320.62354463131,4.5,"Restaurante Escribanos, Plaza Manuel Tols��."
534,"Calle Rinconada de Jesus 7 Centro Historico, CDMX, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:52,"Mexicana, Latina, Espa̱ola","Cena, Desayuno, Almuerzo, Brunch, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19946821-Reviews-Tezontle_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,250.0,2000.0,5.0,Tezontle Restaurante
535,"Calle Amberes 78 Hotel Royal Zona Rosa, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 17:52,"Europea, Espa̱ola","Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d812569-Reviews-Tezka-Mexico_City_Central_Mexico_and_Gulf_Coast.html,109,603.0,1004.0,4.5,Tezka
536,"Calle Alejandro Dumas 125 Callej�_n March̩ Dumas, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 17:52,"Cena, Almuerzo","Reservaciones, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14070601-Reviews-NOM_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,28,500.0,1000.0,4.5,NOM Polanco
537,"Calle Guanajuato 54 Esquina Merida, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:52,"Opciones veganas, Apto para vegetarianos, Opciones sin gluten","Almuerzo, Cena, Brunch, Desayuno",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8059428-Reviews-FOREVER_VEGANO-Mexico_City_Central_Mexico_and_Gulf_Coast.html,142,463.7050452781371,44320.62354463131,4.0,FOREVER VEGANO
